likes,cleaned_text
495,dublin city has twinned with ramallah in palestine after a formal city to city friendship agreement was signed the agreement was formally signed today by lord mayor of dublin daithí de róiste and mayor issa kassis of ramallah read more jrnlie6242848t
2368,zephaniah was a longtime supporter of palestine liberation it was absolutely an integral part of his lifes work i dont think he would be upset that i mention it as part of an epitaph at a time when thousands of palestinians are being murdered
272,you cant beat a nation that never give up every where palestine always and forever
26,the world remains silent on whats happening in jenin palestine the same way they remained silent in 1948 and 1967 freepalestine sahabatpalestina_id
2156,keir how many more children in palestine have to die before you call for a ceasefire where is your humanity keir starmer the leader of the labour party in the uk was confronted on his trip to glasgow where he is due to attend the scottish labour gala dinner
0,i cannot believe that theyre still going on with this narrative they have to know that the world can see whats going on they have to know how insane they sound when they spew this bs
2217,i agree paul we dont talk enough about how this all started because of the israeli occupation of palestine and the brutal apartheid system that they have put in place
27603,lsrael killed 350 palestinians in the last 24 hours in gaza the total without the missing is 17177
614,yo i didnt know people with adhd were so quirky and random keep on memeing blud
1,when jesus comes back inshaallah there wont be jews in palestine just muslims thats wat i believe that the jews shall never continue occupying it when dajjal antimessiah comes out hell come accompanied by 70000 jew from iran hell be trapped in alquds by us albany
33,her scream will destory the coward muslims who are afraid of fighting for innocents armiestopalestine armiestogaza freepalestine palestine gaza israel أبوعبيدة
51878,this is gaza if these images have not troubled you for the last two months this is not going to bother you now see a doctor
127,yeah
27150,alleged abuse against white bodies will always be worse in their minds than real abuse against black and brown bodies always
1348,professor refaat alareer was killed by israeli forces his friend announced on thursday alareer was a cofounder of the we are not numbers project a professor at the islamic university of gaza and one of gazas most prominent writers poets activists
0,genuinely i wouldnt be surprised theyve been really dodgy regarding the industry protests and palestine
9592,this street was crowded with people now there only a few people around 10 drones are above us khan younis gaza palestine
152,thegameawards is so scared to address the war in palestine that it became the game ads
1113,one of the last things that refaat wrote if i must die you must live to tell my story pledge to tell his story make sure that your kids and grandkids tell his story and the story of palestine make sure no one ever forgets that world leaders who proclaim a monopoly on morality enabled the genocide of a beautiful people whose only crime was they refused to accept subjugation and continued to insist on their right to live free rest in power refaat your story is our story
653,my family are in dire need of leaving gh4zz4 and seeking safety please spread this as much as you can and donate with anything you have the expenses of leaving have spiked extravagantly and its too much to bear on our own
0,omg what happened pookie
3472,the un pulling aid entirely from yemen one of the poorest countries in the world for standing up for palestine will never leave my mind only the old washed up white people that couldnt make a difference in the world through talent or impact resort to fake philanthropy
0,im so sick of him
512,yeah fuck this im gonna go smoke a joint i want an event that celebrates game devs without making jokes about crunch or preventing winners from thanking their teams properly talking about game industry layoffs or the genocide in palestine whatever this is isnt for us
87935,if people want to complain about tiktok radicalising young people into supporting palestine they need to reckon with the fact that the most effective antiisrael propaganda is being posted by the idf itself
2,me when i saw that
0,despite the genocide that israel is perpetrating in palestine very sad
8,this is how al azhar university of gaza looked before and after israels genocidal attack on the gaza strip palestine freepalestine standwithpalestine neverforget 2023inpalestine
6252,when youre trying to make a point about antiblackness and end up admitting that no one in your family is actually from the levant or palestine
0,some of yall act so high and mighty when yall literally support genocide in ur own countries but its free palestine huh
1516,this was his last tweet biden and kamala should be read it allowed wherever they go remind them his blood is on their hands his kids are orphaned by their actions
20,long live the palestinian resistance freepalestine sahabatpalestina_id
63871,jokes aside who decided swearing on air is the worst thing ever but promoting gambling every 20 seconds to kids is fine
0,we want to see paxtan getting involved in palestinego paxtan go
2199,belgium film maker and activist thomas maddens comes out in support of palestine 4 hour pauses on a genocide is still a genocide he says
9130,she tri on my gun til i
4,this will only give more harm than good to palestine cause
13864,theyre not even trying no they never wanted to this is mockery to a whole different level how does someone have the heart to do this to children who are literally starving
74146,israeli army arrested palestinian civilians from a school in beit lahia in the north of gaza strip and forced them to take off their cloths and left them in the cold street before detaining them they were all civilians
391,hes a fucking liar
709,sorry palestine muslim ummah is sleeping
1,meee omg
20,people of palestine have high expectations from pakistan hamas leader ismail haniyeh urges brave pakistan to help gaza against israel
1,we won something this at least gives me consolation if it doesnt win goty lol
746,its normal that you feel like you cant go back to your regular life as an entire genocide is taking place in front of our very eyes there are some things we should stop sugarcoating youre adults and fully capable of handling the news raise awareness talk about palestine
4,looking at the day after in the israelhamaswar westasiancrisis even though crystalgazing but quite tenable under the current disorder and imbecile international system and almost absent global governance geopolitics palestine israel gaza mepp
20,batstarion
4,sounds like rwanda wait that sounds like israël palestine freepalestine congo congoisbleeding freecongo
0,i dont understand why this has mens panties in a bunch you didnt buy it and you didnt have the se oh now i see
5240,this video should be etched into our minds watch until the end rest in peace refaat
0,i have to pour milk on my head totk wins best action game a game that didnt fix the flurry rush bugs or improve the combat at all wild
11609,you already refuse to use your platform to spread awareness about palestine because you think its not enough you silently donate to the idf masking it as humanitarian aid and now youre joking about speaking about palestine selena gomez you are a fucking loser
16087,khan younis after being subjected to yet another series of airstrikes earlier today search and rescue efforts attempt to retrieve those who are still alive
25989,israel has the right to exist just not in palestine on top of other peoples land let europe and the united states give israel their land since they love it so much
0,were here for palestine
0,the only way to free palestine is to free them from hamas
34,people say ceasefire more than they say free palestine n i think therein lies the problem
0,flag of palestine to be raised in downtown fresno
0,this this is what most bolly actors dont understand im loving her the girl with curls youve my heart love
0,tears of kingdom slay
1943,the bbcs jeremy bowen spelling it out here the usa and the uk are complicit in the killing because theyre giving israel the time it needs to complete the slaughter
4555,you wrote an article on october 11th after almost 1000 palestinians in gaza had been killed demonising palestinian resistance and not even saying the word palestine or palestinian once you quietly edited it after you rightfully got backlash for your stupid piece you dont get to grieve or be sickened by his loss
0,israelpalestine war protesters blockade uk factories building f35 warplane parts used by israel middle east eye
0,is it a problem to be a gay and who the fck are telling to be straight talk to these guys and ask why the fck protest for palestine who is giving the death penalty for being gay this is why clowns like doesnt know about democracy
0,yass
0,this is legal palestine it literally runs from the river to the sea as west bank is connected to gaza via a land corridor so is right it is not a call for genocide
158,as much as i love recognizing devs in games and its much needed its incredibly hard to see the game awards and so much silence pandering to hollywood for perceived legitimacy silence of palestine willy wonka as a presenter when nearly 10k devs laid off
2945,shut the fuck up no one is calling to genocide the jewish community yet your satanic brethren are actually carrying out a genocide right before the entire world why are you people always lying always projecting and always crying in pain as you strike others
3839,oh my god its them its skip and the loafers
18695,these are civilians pulled out of a refugee camp not hamas hamas is hiding in tunnels and armed unlike these people
579,notice how its not sexual abuse when israel strips hundreds of palestinians down to their underwear and blindfolds them its not about victims its about who gets to be a victim
21507,the un world food programme has cut aid to roughly 80 of the yemeni population due to yemens active and ongoing support for palestine yemen is the poorest arab country in the world punished for being on the right side of history
0,sleeping early or waking up at 2am
3428,the hebrew media is in a state of madness because of the videos published by alqassam
806,i love being jewish i love jewish holidays i love jewish rituals i wont let israel take this away from me and turn it into something that means violence and horror not in our name free palestine chag sameach
8531,13 years ago nicki minaj drops moment 4 life
7,he wont be cis after im done with him
34,rest in power refaat may the people of palestine be free
0,image description picture of green brigade leftwing ultras of scots club celtic fc showing solidarity with palestine
4,the samaritans are the only indigenous jews to palestine not those fucking white colonizers that are murdering the palestinians and stealing their lands
0,we always with palestine
90,starbucs i boycott until palestine is free
3740,demanding sanctions against israel nofly zone over gaza dismantling apartheid a free democratic palestine w equal rights from the river to the sea now at mit last night
0,as a ruler of palestine and eventually the entire middle east
162,i wish nothing than palestine to be liberated ya rabb
26728,also there are only like 3 more thursdays left in the year lol bye keep boycotting yall theyre feeling it
602,starbucks decided to sue the starbucks workers union for a post on x they made in solidarity with palestine in the past 2 months starbucks lost 12 billion in market value and is facing store closures and even bankruptcy in many countries my home made coffee is much better than the overpriced starbucks coffee boycottstarbucks starbucksnomore
4241,umass amherst another antisemitic fiasco on campus as sjp students for justice in palestine shuts down a dining hall yesterday screaming intifada revolution imagine being a jewish student here
1164,baby aeri was so adorable
45527,seems like everybody is indigenous to palestine except actual palestinians
274,palestine red cross crews in deir albalah in central gaza are currently working to recover several palestinian casualties
101,set and ready for the release of pinkfriday2 gagcity pf2
0,liberia on here twice
589,kojo acheampong legal name jason is a leader of a harvard university student group that signed a harvard palestine committee statement that backed hamas blamed israel for hamas massacre of 1300 israeli citizens on october 7 2023
2109,dark haired goth girl save me save me dark haired goth girl
6670,theres a trend here thats becoming hard to ignore
1169,may allah protect the innocent children of palestine
0,exactly like
0,you first leave palestine problem solved
20,i need zls to film 23 modern drama so they could air it quickly to fill my empty lives but apparently her costume drama also didnt take long time to air consider wrtw lltg and now shenyin air almost less than a year to 1 year on point
283,your silence kills every person speaking up for palestine matters every single one keep talking keep sharing
21980,my sister just messaged me to say that israel is carrying out summary executions of unarmed men in northern gaza inside their homes they force their families and children to watch the executions they then let the women and children flee the scene ceasefire now
335,hezbollah announces the killing of two israeli soldiers as a result of guided missiles being fired at them while they were climbing on a crane to install listening devices at the alraheb site near the lebanese border with palestine
4418,people who use ai know so little about digital art that they fail to understand that what they are doing makes no sense digital artists can literally see that its ai even when they try to cover it up because their drawing process is so nonsensical
0,ahhh thats so cutee
885,as we get ready for the game awards todays palestine news israel has declared it is unwilling to accept a palestinian authority government in gaza after it completes its cleansing it doesnt want to rule gaza and it doesnt want palestinian rule destruction is what it wants
11500,this vile account has long masqueraded as an antiracist account theyre using an image here of palestinian men no evidence theyre hamas fighters at least one journalist has been identified rounded up by the idf just look at the state of this
204,muhammad ahmed saleh 31 years old malik ahmed omar 27 martyrs who rose on the borders of occupied palestine in southern lebanon as part of the alaqsa flood battle while performing their combat duty
0,i stand with palestine against terrorist state of israel
121,gen question why cant we just throw men away
1187,israeli losses today 44 soldiers woundeddead 12 vehicles damageddestroyed 7 tanks damageddestroyed 4 troop carriers damageddestroyed 3 bulldozers damageddestroyed
0,u all are children of satan literally butchering everyone for the piece of land even your messiah will not help you and one day palestine will be liberated from occupation of sick evil re tard minded zionist
596,my heart is hurting for palestine
0,of course it does it endangers israel it endangers the jewish diaspora it endangers the me it risks the emergence of ww3 and it is destroying palestine and its peoples
14974,israeli troops round up palestinian civilians strip them humiliate them then i ask you what comes next mass execution
8,people keep posting parallels between the holocaust and whats happening in palestine and yet yet the world is too blind too cowardly to call for a fucking ceasefire what does israel have on all of them
21487,palestine the soul of our soul
1,saying the words elephant in the roomwithout mentioning the layoffs or palestine is nasty work
1190,this is whats happening in gaza every day while the propagandists weave tapestries of narrative to justify it and students at elite universities insist that the world revolves around how phrases like free palestine make their feelings feel
89066,if i must die let it be a tale freepalestine gaza
166,what explains the irish position on palestine is a grasp of reality una mullaly and spoke with us about irelands solidarity with palestine amidst israels war on gaza watch our full report by
80,convince me australia has not fallen we have a rotten commie liar p m we have huge palestine immigration we destroy one of the major racecourses in australia to build new homes for immigrants from gaza our schools protest for palestine schools finish the year two weeks early
73,iran will continue to support hamas islamic jihad and all the palestinian resistance groups both inside palestine and abroad the only solution is to end ethnic supremacism and apartheid across palestine zionists must be defeated or sent back home to europe gazaholocaust
1458,the conversation between putin and raisi has been going on for more than four hours now they are going to hear reports from their ministers who have extensively negotiated
1812,our dear friend colleague comrade brother and teacher dr refaat alareer has ascended to martyrdom we are left behind bereft we will take up your fallen pen our dearest friend long live the martyrs of palestine refaat is eternal
0,ok gamespot time to drop the digitals of anthony i need to see his suit in hd
12927,contrary to what pro israel supporters argue universities have punished students at an unprecedented rate in the past two months nyu suspended a student for pulling down posters harvard evicted a student for blocking someone from filming brown had 25 jewish students
4925,sorry but i cant turn on this movie like many of you have still a very good movie unfortunately
143,even anne frank acknowledged the existence of palestine
40724,200fucking9 people have commentated on israels abuse of palestinians for years this was never about october 7th open your fucking eyes
0,israeliforces are killing innocent civilians they are beheading them who is isis now israel us both are isis freefreepalestine palestineholocaust palestine
0,im coming to save u
1,palestine and the information war if youre not careful the newspapers will have you hating the people who are being oppressed and loving the people who are doing the oppressing malcolm x over two thousand years ago the chinese general and military strategist sun tzu recognized that wars are fought not only on the battlefield to win one hundred victories in one hundred battles is not the height of military skill he said to subdue the enemy without fighting that is the height of military skill to achieve this sun tzu further said a leader who wants to go to battle must first unite his people behind him the people must be convinced he has their interests at heart and that these interests are fair righteous and just if at the same time the enemy can be divided and demotivated the battle is likely to be won well before a sword is drawn or a shot is fired in the modern world countries follow sun tzus sage advice by engaging in information warfare information warfare is a narrative or a storyline that gives meaning to a series of events and occurrences as such a narrative guides people to a specific understanding and thereby to specific opinions and feelings regarding what is happening around them a famous example of narrative warfare is americas effort to win hearts and minds as part of its war in iraq1 in order to unite western audiences behind americas plan to invade and occupy iraq the american military hired a private company the rendon group to change the image of saddam hussein from evil but weak dictator to powerful evil dictator with weapons of mass destruction intent on causing war globally2 and in order to discourage the people of iraq from fighting in support of saddam husseins regime america dropped more than 25 million leaflets in iraq which encouraged iraqi civilians and soldiers to not only see saddam hussein as the evil dictator he was but also america as a benevolent liberator3 thereafter when the american military in iraq began to be confronted by a popular resistance movement because it failed to act as a benevolent liberator america launched a propaganda campaign to make the people believe the popular resistance was in reality a branch of al qaeda led by a jordanian with the name musab al zarqawi this was done firstly to hide the fact there was a popular resistance in iraq and secondly to get western and iraqi audiences to support americas military actions against this popular resistance4
0,same
1078,less than two years ago everything turned blue and yellow overnight every website i went to every logo every app every institution billboards light displays blue and yellow for ukraine blue and yellow and for palestine for gaza just darkness
0,sam keep speaking we need your voice israel is a nation recognized by the un and world law its not going to become palestine anymore than the california is going to become mexico
85,while taylor is a great and lovely artist i remember that in 2018 ressa was the person of the year during dutertes war on drugs in 2022 its ukraines president during war the media is deliberate on turning a blind eye to palestine
102,this is horrifying mosab abu toha related earlier this morning on democracy now how he was stripped and beaten by israeli forces palestinian men are so dehumanized that this type of assault is accepted and even encouraged
0,this is the reality of the cruel israeli occupation injustice will never last and palestine will be free gaza_genocide gaza_under_attack_now freepalestinefromisraeinow
9848,what is this dance called why does every character do it please i need to know
1,yess you get it
2319,after her daughter was murdered by the israel occupation forces the mother of this little angel helplessly said i used to be the best mother in the world and now i find myself the most sorrowful mother on earth with the deepest resentment towards this world
0,two states free the people of palestine and you will have less hatred being fomented among the people its not complicated
34604,most powerful women in media 2023 are all the women journalists in palestine
1114,fyi if you are wondering why the acceptance speeches at thegameawards are so short and high level the nominees were told they only had 30 seconds for an acceptance speech after which the music would play them off to be respectful to our time allotment and fellow acceptors
3165,since the elphelt leak was real
3003,further confirmation from the ambassador of palestine stating that these men are indeed civilians abducted from a un shelter school the silence from the world is disturbing
112,i wanna die i cant live after this
43914,give me evidence
1833,calling booktwt the editor of this anthology was killed by israelis today refaat alareer was an academic a writer a poet and the voice of gaza for the englishspeaking world please buy gaza writes back read it share it may refaats words live on
0,eh i think the stefanik rule no advocating for genocide is reasonable of course wearing a free palestine shirt is very much within bounds for college but you could be fairly forbidden from wearing that shirt at work
0,annnnnnd what about palestine you piece of trash
12,now the time you can hide behind the ghorqod trees israelinewnazism savepalestine sahabatpalestina_id
620,zionists are posting images of the civilians their criminal army has kidnapped tied up and stripped naked they mock them call them unbelievably obese imply the blockade of gaza isnt real nobody can convince me these arent ghouls no human with a heart can act this way
0,bowman belongs in jail and prosecuted for trying to stop congressional hearings rashida talib i pray you move to palestine on the very next flight preferably the northern section
280,in 1952 britain declared a state of emergency in kenya churchill approved the forcible removal of the local population hundreds of thousands of kenyans including children were forced into concentration camps which became a site for ex3cutions colonisers never change
0,true
98543,ive just invoked art99 of the un charter for the 1st time in my tenure as secretarygeneral facing a severe risk of collapse of the humanitarian system in gaza i urge the council to help avert a humanitarian catastrophe appeal for a humanitarian ceasefire to be declared
0,palestine forever
0,in gaza are sickening i agree but hamas provocated israel and is now paying the price free palestine from hamas not israel
4562,fuck it whatever ill just air out my grievances now i dont feel like carrying this shit anymore i joined the omori team in 2019 i remember being invested in production right away because getting paid to do dev work on a game i like is basically my dream 1whatever
0,literally you can watch the stories on instagram 1st two are israel 2nd two are in palestine
294,just a few days ago you were mourning the killing of your students by israel refaat how is it that we are now mourning you we will not rest until your killers those in israel usa and across the world are brought to justice we will not rest until palestine is free
2064,israel killed this man today dr refaat alareer was known as one of palestines most powerful voices and was a renowned academic here was a poem he wrote named if i must die if i must die you must live to tell my story to sell my things to buy a piece of cloth and some strings make it white with a long tail so that a child somewhere in gaza while looking heaven in the eye awaiting his dad who left in a blaze and bid no one farewell not even to his flesh not even to himself sees the kite my kite you made flying up above and thinks for a moment an angel is there bringing back love if i must die let it bring hope let it be a tale refaat was killed in an israeli airstrike on his home israel targeted him not hamas they targeted him israel went out of their way to specifically murder refaat do not forget this this is the reality of the israeli terrorist regime may you rest in peace dr refaat alareer 19782023
2608,the pro israel argument is no longer tenable so what folks seek is total suppression faculty being fired and students being expelled for saying things like from the river to the sea
0,they also face revenge they are all hostages in palestine not only because of hamas but because of a diverse club of groups that post daily how they kick corpses and murder this lady is risking her life they should get them out of there now
250,a reminder that this is happening because starbucks is pursuing action against its union for being pro palestine i wont ever buy from starbucks again without a a complete and total recognition of the union no interference in union efforts and b an apology
1525,gaza is the new holocaust
0,ive seen three types of clowns involved here right wing game is woke porn and not for children far left games make men lazy they should be out working in the fields viva la revelución muslims game is haram also its a tool of zionists and americans free palestine
429,we can oppose genocide in gaza recognize the priority of palestinian suffering denounce incidents such as this man shoots twice outside synagogue full of kids 1st night of hanukkah declares free palestine not like this let me hear you friends
0,arabs from the arabian peninsula colonized the region in the 7th century they lost control of the land long ago the ottomans ruled the land for centuries before the brits arabs were given jordan syria lebanon iraq sa palestine thousands of jew never left the region
7842,and i know you can empathize with the white jesus that you think is named jesus but hes not hes brown and his name is isa عيسى and he lives in palestine your messiah would hate zionism and there is so much biblical evidence of that
1773,good morning a gentleman cadet from the state of palestine during training at the pakistan military academy
1813,keir starmer youre facilitating israels genocide in gaza stop the massacre of over 7000 babies labour leader keir starmer is again confronted by a pro palestine activist as he arrives in glasgow central station on his way to a labour party event tonight
443,we are palestine various artists organizations and stores are gathered along palma hall at up diliman for a solidarity night for palestine following the end of the 4day ceasefire in gaza calls to end the israeli occupation of palestine are highlighted in tonights event
390,nour qutyan the spokesperson for the philly palestine coalition led several rallies both before after the october 7th hamas massacre on oct 19 qutyan led a disruption of a city council meeting where council members had condemned hamas
109,saudi prince talal bin abdulaziz bin bandar al saud crashed during a training flight of a royal air force f15sa fighter
0,i just wanna hold junior already
681,activists took down the us flag and replaced it with palestine flag in san francisco california
396,going to a rally in support of israel is prowar and it is fully in line with the position of the canadian government nobody will ever face any consequences for that what does anyone have to gain from pretending they will
48,the group that targeted keir starmer in glasgow the scottish palestine solidarity campaign issued the following statement on oct 7th the very same day as the hamas terror atrocity in israel their feed on here is littered with retweets of david miller and lowkey and worse
2875,you wouldnt believe who made this gif
5902,ronaldo and messi have not opened their mouths in support of palestine in the last 2 monthsdespite having the 2 most followed accounts on instagram yet they arent held accountable for it
0,i hate you
69,israel murdered this innocent baker who fed his camp in palestine idf identifies all of these as hamas children women schools universities mosques journalists teachers doctors now the baker was also hamas rip omar manaa
0,hey man im busy watching the game awards rn
0,i hate whats happening in gaza
1,notice how in this map theyve already erased palestine
1026,im hoping to see tga addressing the massive layoffs our industry went through although we had record profits im also hoping to see tga addressing the open letter regarding palestine that over 29k game devs have signed
3499,please call for a ceasefire free palestine the british monarch charles of windsor is confronted by a propalestinian protestor
8238,dr mohammed alghamdi who was filmed ripping down posters of israelis kidnapped by hamas was a physician and professor now he no longer has a profile on the website during the last attack on israel by hamas in may 2021 alghamdi tweeted palestine is a test for your moral compass no matter what your religion race or nationality is
63108,look at their faces theyre so exhausted they relive the same day over over again
28829,nowhere is safe in gaza nowhere is safe in gaza nowhere is safe in gaza keep pushing for a ceasefire dont stop talking about gaza
138,do you think these men will retreat
0,first u give israel 18 billions next day israel invades palestine and now u are pretending to help gaza you are man without any integrity or two faces go away why you are only one who decide about usa boarders where is congress why only one man have that power like putin
375,do they have a goebbels factory or something
1199,its mind numbing that were subjected to endless discourse about how its genocidal to hold propalestinian rallies or say free palestine while their civilians keep getting killed by israel we see proof of it everyday yet we have to pretend like israelis have it worse
0,just saw a lady fuck herself with a knife
15844,entering month 3 its horrible
5901,taylor swift and israel after she posts free palestine on instagram
53,ditto haunting palestinei am the haunting i will live to haunt you
51887,this gotta be directed by miyazaki theres no way
1887,the legend of zelda tears of the kingdom wins best actionadventure game at thegameawards
15890,i am alive whats good gaza palestine
749,the icc took only a week to indict russia over ukraine but palestine has been waiting dying from suffering israeli atrocities for decades
0,oh my goddd sl t your wr st i do not care
0,you are a war criminal you are guilty for the genocide of palestinians your hands are full of blood of palestine people you are genocide joe
151,thread of upcoming us international protests for palestine demanding ceasefire december 8th
3961,you are immortal dear refaat our hearts are broken but we will not give up the struggle our revenge will be a free palestine
499,if we dont speak up for palestine the media propaganda will go unchallenged lets set the record straight
805,fryes other sweater 3
46,israeli broadcaster rotem achihun writes greetings to gazans on bombs about to murder children babies pure evil psychopaths gazagenocide
4073,kills my self
2151,take the pictures videos circulated by israeli accounts about capturing dozens of hamas fighters with a grain of salt the pows in the circulated pictures videos based on the clothing left on the ground after they were stripped naked seem likely to be palestinian male civilians however given the 2 months of war some captures are anticipated without verification from resistance sources this news remains unreliable and distorted i wont share the images videos out of respect because they are stripped naked
104,the most staggering part about the current genocide is that history is repeating itself by the very ppl who were persecuted their ancestors werent murdered for them to commit the very same crimes years later it was wrong in nazi germany its wrong in occupied palestine
0,fuck you and your coffee shop tell those 4 shithead employees to go try that in palestine and see how well it works out for them hamas would use their heads as soccer balls
166,hezbollah posts new video warning we are coming israel hamas gaza palestine lebanon hezbollah iran iraq syria yemen houthi hezabollah
564,a monster appeared in front of cellbit and he got scared
0,more to come
0,and where is the worlds heart freepalestine
114,the belief of imam mahdi aj it is a source of virtue because the belief in the mahdi means the total elimination of injustice oppression prevailing in the world shaheed ayatollah mutahari ra palestine gaza_genocide gazableedingworldsleeping
0,theres no more israel the occupation has been finished zionism has been destroyed there was is and always will be the oneonly palestine where muslims christians and jews have equal rightsunited4palestine4ever
5,protests for tomorrow this account often posts international protests for palestine so if you are near one you should go use your voice and remember be safe at protests
119,there is no jewish lobby in defense of judaism or the jewish people what exists then is a proisrael lobby to shield the israeli state from criticism of its policies of apartheid and ethnic cleansing in palestine gaza_genocide gaza
0,im sorry nuni youre the last one i wanted to hurt
225,over these past 25 years i have lost dozens of clients friends those i consider who considered me to be family to the death squads of israel throughout palestine many more disappeared young not male female in between muslim christian not they brought diversity to
1275,help palestine
984,israel depends on exploited labor foreign workers have left palestinians have had their work permits suspended plus 300k reservists not working indian unions have refused to replace palestinians so israel has turned to african labor bbc
1,at least we got some release dates for a couple games
0,our nasi brother is headed to eternal lands for good now thank you we will keep going on and carry palestine in all ways we can
156,round and round we go
0,ccp is not involved in the wef read my lips
2552,what zionists cannot tolerate is seeing jews supporting palestine the zionist police raid the antizionist jewish neighborhood of mea shearim in jerusalem the holy city and try to take down the palestinian flags that are pasted on the walls of the neighborhood
0,to who anyways defund israel and free palestine
4503,to say that people in palestine dont need celebritiestwt accountsinfluencers to speak up is ridiculous since literal kids are making videos from the middle of a genocide to plead with people all people to hear them and help them by spreading awareness
0,and the way she did it so much better
7669,forever alive forever forever
1363,palestine of course is famous for not having any women palestinian babies grow on olive trees
0,sure genocide justifier invokegenocideconvention
5,totk lessgoooo one step closer to goty
0,the phrase from the river to the sea palestine will be free does not imply a call to eliminate israelis in fact that is a chant of liberation from years of oppression and discrimination
1064,this was refaats final tweet he was murdered by israeli forces today every democrat has his blood and that of 20000 others on their hands never forget never forgive
23953,do u understand the gravity of this
388,he hasnt killed any kids of course this is mass hysteria these people are losing their minds on account of their obsession with and nonstop consumption of propaganda about palestine
2,then
4,many threads include change but do not chip in on their website if you are trying to donate to palestine they do not give their money to their causes
419,zionist zealots ai war god chose this childs home to destroy tonight death by artificial intelligence what planet are we living on in 2023 humankind crossed the rubicon in fall 2023 an ai god is choosing who will die each hour in palestine
2,totk finally won something lol
8456,why are there no women in the picture 13k likes
2625,remember how biden campaigned specifically on keeping disabled people safe from covid right
72521,refaat has died in an airstrike please read his pinned post
361,i just read some really interesting interviews with arabs who watched the october 7 palestinianrecorded footage compilation that israel plays for reporters the most interesting statement came from youssef elazhari of morocco in morocco palestine is considered a noble cause but they dont know who they are championing they dont know s hamas killed people and took hostages thats just telling the israelis come to my house and look for them hamas has no concept of failure if you kill someone its glory if you die its also glory theres just no end the group is part of a delegation meeting with american leaders and advocating for peace the organization is called sharaka founded after the abraham accords members included individuals from syria lebanon bahrain saudi arabia and morocco
18835,the nazis did it to them now they do it to palestinians
0,i need to get back to that and finish the last fight already
3940,he made these for them latino boys he dont play about
0,so we now know where jacinda adern stands as she is part of harvard no wonder we havent heard her speaking lately hopefully she settles in palestine
0,lol its not 99 percent black women or gay dudes though i do see more black women openly supporting palestine then they do israel
3,in hell too
39514,palestinian journalist moataz azaiza says no matter how hard life gets he will never leave his land for the zionists
516,this will never not be funny
2997,please imprint this on everyones brains
106,women men m o n e y jjk shokohime satosugu
191,this afternoon hours before the start of hanukkah a man opened fire at a synagogue in albany ny thankfully no one was injured police arrived on the scene and arrested him he said free palestine as he was apprehended the shooting is being investigated as a hate crime
0,palestine picked it up while they were teaming up with hitler
63116,for me they are the most powerful women in media
2,its utterly horrifying that we are organising a webinar with health workers in palestine but have no way of ensuring they will have a safe place to speak from that their workplace will still exist on monday psi affiliates please join us
0,i pray for the downfall of israel and ceasefire for palestine
0,hamas and palestine wipe em out
65,unknown he yelled free palestine as he shot off a round and tore off an israeli flag or sign his motive is loud and clear
143,cairo alkhidmat gaza supply warehouse is dedicated to dispatching vital supplies to gaza palestine alkhidmat pakistan gaza emergency relief
0,i just cant enjoy tlou anymore now that the devs all came out as zionist shitheads
26,a mural in south africa containing drawings in solidarity with palestine أبوعبيدة gaza
0,i made one of these for work so i figured i would post it here please consider donating esims to palestine to keep them connected its a short process and plans start at 4 usd you dont need to know anything about esims to do it just a card and an email connectinggaza
492,the werent giving no 7 without s permission
57781,why are they always fantasizing about harming black people
1,idk why the fuck i like mukbangs so much it feels perverse
130904,congratulations on the award welldeserved
16460,dont talk about love with your dirty mouth brush your teeth
422,stay informed about everything going on in palestine rn keep speaking up keep donating spread this information because the lives of thousands depend on it
8,you guysi just saw all your amazing comments messages thank you sooo much i can honestly hardly keep up with devastation in palestine to worry about myself but this community protects us keeps us going im okay and i will be filing a report
2,fucking white nationalists using the free palestine movement to commit heinous antisemitic crimes just turned on the news with my mom to see that a gunman yelled free palestine and shot his gun outside an albany synagogue tonight while children were inside celebrating hanukkah
24095,these are not hamas members among the identified detainees is prominent journalist diaa alkahlout from alaraby tv they were detained at a un school turned shelter do journalists ever bother to do the tiniest bit of factchecking verification before amplifying propaganda
8,you will be a loathsome figure in history for backing a fascistled military in ukraine while also facilitating a genocide in palestine under the guise of fighting antisemitism scum bag
60,new shots fired outside temple israel synagogue in albany ny wednesday prior to the beginning of hanukkah at sundown children were still in preschool which was placed on lockdown a man who police say shouted free palestine was arrested
0,palestine isnt a collection of mostly reasonable people having an ideological difference or seeking redress for a historical wrong its a group of people with extreme internal problems that hardly conceivable by those in the western world 12
214,israel has bombed syria egypt lebanon and palestine with full impunity
10165,the rothschild family paid out the british government to create israel under the zionist foundation the balfour declaration would create a zionist jewish state in palestine eventually over the next 100 years the rothschild family would ensure israel would become what was once palestine
350,dear you may think that youre winning the war but you will never win the hearts and minds of the people of the world the human resistance is unstoppable and inevitable any more attempts to deceive us will result in more financial and credibility damage this illusion you have taken years to built is being decimated in a blink of an eye and the ground beneath you is trembling you feel it dont you you are drained monetarily you are doomed spiritually you have none enjoy your win while it briefly lasts
41,mia khalifa stands with palestine why not you
0,hell yes lets go tears of the kingdom
11613,release dr mohammad abu silmiyah medical director of shifa hospital arrested by the israeli army
0,bruh
14559,hes gone they killed him refaat alareer father husband coeditor of gaza unsilenced 2015 editor of and a contributor to gaza writes back 2014 contributor to electronic
