username,text,likes
@MalikKh15403873,"Israel, USA and all Europe is Terrorist group and today's HITLERS.",0
@abierkhatib,I’m so moved to tears istg.  #Gaza is shaking the conscience of the world so hard   So much respect to this wonderful human being. ♥️  #Israel,2695
@ibr63800,Kill thousands of babies. You are terrorists. The world saw who was the terrorist in the prisoner exchange,0
@AlaaBarkawi,"All writers should be mourning the death of a fellow writer who was targeted & murdered with his family in Gaza by Israel Occupation Forces.   Professor Refaat Al-Areer. Remember his name.  Then, you all need to STOP doing business with Israel. Hold your friends accountable, too.",20
@dancohen3000,Chief rabbi of Israel David Lau inscribes a message of hate onto an artillery shell to be fired into Gaza’s densely populated neighborhoods:   “For the uplifting of Israel's might and the revenge of his servants spilled blood. In prayer for the success of the protectors of our holy land.”  A nation of murderers.,9515
@khadljasays,"Refaat wasn’t just a writer or academic, he was an activist who was committed to his community & land. He would volunteer at Gaza’s zoo. In this video he details the harm Israel did to Gaza’s wildlife that they discovered during the truce. Life in Gaza was the core of everything.",297
@cenkuygur,"This kind of humiliation will not be forgotten. At what point were these people supposed to love Israel? If someone did this to you or a loved one, what would be your reaction? Stop occupying them!! Taking away people's dignity like this will drive forever hatred and forever war.",2045
@mhdksafa,ALL I WANT FOR CHRISTMAS IS FOR ISRAEL TO STOP KILLING CHILDREN.,9550
@honggil64063616,I do not consent to Hamas not releasing all civilians held as hostages. I do not consent to U.S. President Joe Biden not pursuing a cease-fire in the Israel-Hamas war. I do not consent to Hamas's military operations. I do not consent to the West welcoming Gaza refugees.,0
@VincentZahler,Huh? That's not even remotely close to what I said.  Tel Aviv is in Israel. If Hamas was under a school in Israel it would get surrounded by IDF.  On the flip side it's hard to surround a place in enemy territory.  Do you know how war works?  Were the allies the baddies here?,0
@InsiderWorld_1,Israel = ISIS,5991
@zoo_bear,"Refaat Alareer was killed by @Israel today.   In his recent interview in October,  ""There is no way out of Gaza. What should we do... drown? Commit mass suicide? Is this what Israel wants? And we're not going to do that.. I am an academic, Probably the toughest thing I have at home is an Expo Marker. But if the Israelis invade us, If they barge at us, open door to door to massacre us, I am going to use that Marker, Throw it at the Israeli soldiers, even if that is the last thing that I will be able to do. And this is the feeling of everybody in Palestine. We are helpless and we have nothing to lose""",1433
@ronnieruff,Israel ATTACKS Doctors Without Borders convoy #StopArmingIsrael #Gaza,99
@ejmalrai,"473 Palestinians have been killed by #Israel's occupation forces in the West Bank since the 7th of October, of which 18 killed by the illegal settlers, considered as the Israeli security minister Itamar Bin Gvir's militia. Israel also arrested 5800 Palestinians in the last month.",316
@Israel,"Exactly two months ago today at 6:30AM, Noa and her friends were at a music festival in Southern Israel, when Hamas terrorists committed the most horrific massacre of Jews since the Holocaust.   This is her testimony.  Don't look away.  May the memory of the victims be a blessing.",4363
@Robert_Martin72,What an elite terror organisation Israel is. Their statistics are beyond reproach and must be commended for their obscene accuracy in massacring Palestinians.,703
@OwenJones84,"From 'crisis actors' to 'disinfluencers', Israel has a sophisticated disinformation campaign on its side.  I talk to the brilliant @marcowenjones - who brilliantly takes it all apart  👇👇👇  https://piped.video/watch?v=n_wNbcPqgL0",265
@EbneHava,"Journalist Zia Al-Akhlot, the head of Al-Arabi Al-Jadid newspaper, is among those arrested, which shows that Israel's claim is a big lie.",611
@Lina4ka,"Civilians should have evacuated months ago. Countless civilians, including women & children, invaded Israel along with Hamas. They were seen killing, looting & taking hostages.  Remember how Gazans treated that half naked girl in the back of the truck?",0
@gazaheart,Can’t get Hamas fighters so most moral army attacks a UN shelter grabs dozens of civilian men strips them naked and take trophy shots … and bc no one stops them they abduct a few kids too. #israel #gaza,7
@BTnewsroom,"Biden staffers are turning against their boss and are disgusted with his support for Israel’s genocide in Gaza.  BT’s @KeiPritsker spoke to a dissenter about the mood in the White House, the internal tensions and the impact of all the protests.",801
@KuarkKuantum,Israel is a terrorist organization,445
@academic_la,This is a mass surrender of terrorists from the Nukhba unit. The Hamas commando outfit that led the October 7 attack. They were taken to Israel for interrogations.,2466
@linaHsharif,israel is betting on you forgetting  Gaza is still under attack. Betting on you thinking the humanitarian pause brought relief to Palestinians (though it barely did). Betting you on getting distracted with Christmas decorations and shopping. Prove them wrong. Demand ceasefire.,38816
@ionebelarra,Colonialism is behind the genocide in Palestine by Israel.,36977
@abierkhatib,"So it’s true. Refaat has been killed Israel killed my friend, my compass to the truth. Refaaat corrected my tweets, that how we started our friendship, told me stories of pain and love, joy and disappointment, fear and hope.. I lived and loved Gaza through his eyes and words.   Rest in freedom and justice, Refaat.  I’m broken my friend   الله يرحمك  #Gaza",4387
@LandSharkJones,I don't care either way about Israel but we will be supporting Ukraine. Your permission is neither sought nor required.,0
@sishspaceman,"IDF = Terrorist Israel = Propaganda, lair, child  murderer, terrorist and fake state.",0
@CensoredMen,🇵🇸🇮🇱 Israel genuinely may completely end the Christian population in Gaza.  It baffles me to see the amount of Christians that support Israel's actions...,68524
@ZAYGREEDO,For what ? So you can brainwash the world the same way you brainwash people in Israel into thinking you aren’t genocidal zionist maniacs who hijacked Judaism to justify heinous war crimes ?,0
@SWoodrowFahy,Actually this shows America that GOP despises American workers. This aid bill for Ukraine and Israel puts American workers to work. And GOP votes against that.,16
@senguptacanada,#Israel-Hamas War: Images from #Gaza show #Israeli soldiers #detaining dozens of men stripped to #underwear.,0
@jacksonhinklle,🚨🇮🇱 ISRAEL is suffering HUGE LOSSES in their Gaza invasion!  🚨🇮🇱 Subscribe to my X Premium for $3 to help me EXPOSE more ZIONIST LIES!,28369
@jannisgrimm,"82% of all U.S.-based respondents, incl. almost all assistant profs (98 %), said they self-censor when they speak professionally about the Israeli-Palestinian issue.  81 % of those said they primarily held back their criticism of Israel vs 11% of Palestinians.",1148
@russianbotulism,You say a lot of bold things for a guy who was furiously googling “israel-palestine” on October 7,0
@TheRealBc12,"Man i'm full of shit, I can't even find Israel on a map, Is that near Te Puke, just out of Hawaii, I don't know?",10
@rorynotsorry,Would you rather be captured by Israel and stripped down or captured by Hamas and not stripped down?,0
@fhlp_mc,"It is so offensive.  Apartheid israel is committing genocide against Palestinians and the conversation is about genocidal speech acts of students against Jews.  If this isn't the highest degree of gaslighting , I don't what is.  Ceasefire!",47
@Jesvinquote,#Israel #HamasTerrorists  How it started                    How it's going,300
@waseemadamkhan,"Israel targeted Lebanon today with a scale of bombing and phosphorus bombs . After lebanon it will be Syria or Iran , it’s just a matter of turn . If you are still divided or reluctant to launch a joint war on Israel , it will finish you one by one . Choice is yours dear Islamic countries . Die slowly or face it jointly , they cannot beat all at once  as fist is always stronger than a finger .",0
@00_Falasteeni,Ask the returned hostages!! Why Israel not allowing them to be interviewed??,0
@umyaznemo,"Israeli oppression didn't start because of #October7 , Israeli oppression, brutality, dehumanisation were exposed on October 7th when the legal Resistance did what all the oppressed do, resisted!  #Gaza_Genocide #Israel",1083
@Jairo_I_Funez,Never forgive and never forget that “the Democratic Party and Biden are responsible for the Gaza genocide perpetrated by Israel.”   —Dr. Refaat Alareer,504
@JakeWSimons,"One of the organisers of the “school strikes for Palestine” movement, which saw thousands of children bunking off school to join anti-Israel protests last month, posted messages on a WhatsApp group glorifying Hamas and justifying the killing of a British teenager, the @JewishChron can reveal. As a result of our investigation, he has been reported to the police by the Education Secretary @GillianKeegan. @DavidRoseUK reports  https://www.thejc.com/news/uk/schools-strikes-for-gaza-organiser-glorified-hamas-bq5o3sz7",1066
@voice_of_Afric,African countries are your easiest targets.   You are supplying bombs to Israel to bomb babies in hospitals and none of those is war crimes.  The African nations see through your double standards and hypocrisy. Suck it in you white neocolonialists.,0
@luke_dotcom,Israel killed Refaat who is a Literature Professor. I was following him for his reporting from Gaza and now he’s gone. We are watching a genocide in real time. #FreePalestine,0
@iamruheen,Israel is a terrorist state  #Lebanon #Hezbollah #Gaza_Genocide #Gaza #Israel,290
@SamParkerSenate,"🌍🇮🇱 WORLD RECORDS☠️  What Israel Says: ""We have the most moral army in the world, doing everything possible to limit civilian casualties.""  What Israel Does: Sets historic world records for killing children & other civilians.",1000
@ToryFibs,"• 76% fall in tourism to Israel. • 80% fall in flight activity at Tel Aviv airport. • 950,000 jobs lost in Israeli economy.  Israel is now a pariah state.",2305
@CensoredMen,🇵🇸🇮🇱 Israel murdered this innocent baker who fed his camp in Palestine.  RIP Omar Manaa 💔🕊️,22849
@CRYPTIDW00RM,heres that vashwood howl's moving castle redraw 👼🕊,8605
@mhdksafa,"Child deaths in wars:  Iraq: 3,100 in 14 years Syria: 12,000 in 11 years Yemen: 3,700 in 7 years  Ukraine:  520 in 21 months  Palestine: ~12,000 in 2 months.  Does the world condemn the killing of children or is it complicated when it is Middle Eastern children?",73489
@AkMashal,Imran khan Message for the People of Palestine 🇵🇸  Pakistan stands with Palestine 🇵🇸,1061
@StopAntisemites,"Albany, NY - Temple Israel Synagogue shooter has been identified as 28 year old Mufid Fawaz Alkhader.   Alkhader, yelled ""Free Palestine"" as he shot off a round on the premises of Temple Israel and appeared to have torn down an Israeli flag or sign, according to law enforcement.   Alkhader appears to be a foreign national.",315
@drtruthe,Families fleeing from War zone and world has closed eyes  Hypocrisy at it's very best #Gaza #Gaza_Geniocide #GazaHolocaust #Palestine #IsraelApartheidState #IsraeliLies,20
@krystalball,This was his final tweet,33967
@missfalsteenia,Be ashamed if you stopped talking about Palestine.  Do you realize that Gaza doesn’t even want your money? All Gaza wants is for people to keep talking about them. Gaza counts on you to be their voice & to humanize them. Keep talking about Palestine. Keep talking about Gaza.,73400
@usamabroad,"You can same thing about the Palestine people, they are nomadic people, as Palestine was only a region",276
@SaeedDiCaprio,the fact that she can just go there to help with ethnic cleansing but palestinians don’t have the right to go back to their own land is actually insane,71628
@SpotlightForYou,Israel isn't defending itself @SenatorWong It is defending its illegal occupation over Palestinian lands &committing countless war crimes in the process Your abject defence of Israel's genocide & ethnic cleansing is a dim reflection of your character Palestine HasA Right To Exist,49
@Shortie_314,This was NEVER about Hamas.,10497
@alicehenryli,this is so inhumane the UN is pure evil i fucking hate the UN,26468
@_Pal4ever_,West’s understanding of democracy….  #FreePalestine #SahabatPalestina_ID #ForeverPalestine 🇵🇸,79
@Aldanmarki,"One of Refaat's last messages to the world.  ""We will win. And Gaza and Palestine will prevail"".",9786
@yoongienthusias,"every palestinian until their last breath until they were martyred by israel has been nothing but hopeful, we owe it to them to not stop talking about palestine. to be on the streets harder, louder stronger. we have no right to lose hope, when they didn’t.",489
@manic_femme,Apparently not and I absolutely could not relate if you PAID me,1
@tom_western,"Refaat Alareer got his masters degree from the university I teach at, which in the last two months has said exactly zero about genocide, has ignored calls to divest from funding the Israeli military, and has tried to intimidate people expressing support for Palestine",13291
@jakeshieldsajj,"700k Israeli settlers are illegally living in Palestine   They steal homes, beat and rape women and children, humiliate men   When Palestinians stand up for themselves they kill them and call them terrorist   The entire intentional world condemns this but it does stiop them",34086
@docstobar,If you listen to liberals talking about how things in Palestine are so complicated you will realize how slavery lasted so long.,12170
@Muarrafah297107,Jerusalem is the capital of Palestine,5
@DiscussingFilm,The first teaser for Hideo Kojima and Jordan Peele’s new horror game ‘OD’.  Starring Hunter Schafer and Sophia Ellis.,10929
@DrKarimWafa,"Muslims, Christians and Jews have lived together in peace side-by-side in Palestine for centuries.  Religion is NOT the problem.  The problem is settler colonialism and the occupation of indigenous land.",6705
@G4M3CUB9,@sebseb122_ no problem,0
@jennineak,"Read Refaat’s poem If I Must Die (tadamon kite, Palestine) among his other writings a few days ago in London. Rest in peace and power Refaat. I wish this never happened, I honestly have no words but yours",849
@5Pillarsuk,"""Keir, how many more children in Palestine have to die before you call for a ceasefire?""  Labour leader Keir Starmer is confronted by a fellow passenger while on a train in Scotland.",5583
@ionebelarra,Colonialism is behind the genocide in Palestine by Israel.,36992
@Anatachiabe,"You taking quote from someone that even have no Power  in Palestine, while ignored racist ukrainan atheis refugee that said ""I'm Palestinian"" aka Golda Meir, everyone that lived in that territory of Palestine was considered Palestinian whether they were Jews or Arabs",0
@mhdksafa,"""61 days we screamed and no one answered""  Your silence is deafening. I strongly condemn your silence. Don’t stop talking about Gaza.",15080
@mehdirhasan,"While members of Congress hold hearings on college campus slogans, this is what the military aid they signed off on is paying for. They don’t want to talk about this.",15609
@brownblaze,"so, slavery??",17587
@youtubemusic,it’s GagTube now,16223
@AGHamilton29,28 year-old man brought a shotgun to the premises of a Synagogue in Albany today and fired several shots. Luckily no one was hurt before he was apprehended. He reportedly shouted “Free Palestine” multiple times as he was being detained.   https://www.nydailynews.com/2023/12/07/albany-temple-israel-synagogue-shots-fired/,1302
@_yassssmin,I don’t understand how people hear Palestinians begging for Israel to stop killing them and make it about themselves and how THEY feel unsafe that is ridiculous how do you see 20k people dead & still believe you are the victim miles away in the safety of your home FUCK YOU,39603
@KatanaSpeaks,"TikTok banned @WomenPhilosophers after I posted videos on:  How children are being raped in Israeli prisons & Israel is covering it up and,  How Israel plans on salting Gaza which will render the land uninhabitable  My new TikTok page is @HanaKatanaDragonSlayer   Free Palestine🇵🇸",5739
@whitewomanspam,HIS PETER??!:!;84&383$3,0
@missfalsteenia,Keep talking about Palestine.,15059
@nemahsis,"someone once said @taylorswift13 is only a feminist when it benefits her career & protects her whiteness. 62 days later, taylor hasn’t spoke up for the women in Palestine & since has decided to air her movie in israel despite the ongoing genocide.",4287
@Sassafrass_84,"What about East Palestine? Hawaii? Flint, Michigan?   Why isn't this is a priority? I'm sick of watching every country benefit from our tax dollars, and we can't take care of our own people.   Idk about y'all, but when I have a problem in my own home and need to fix issues, I do. I dont let my family suffer. Americans shouldn't either.",640
@congee4lunch,"this is genocide and ethnic cleansing btw. the systematic erasure of an entire nation is not limited to killing. it’s also the eradication of landmarks, culture, and history—until what is known as “palestine” is completed wiped. if you stand with israel you stand with colonialism",18133
@AhmedNehadKh,"I feel guilty because he asked us never to give up. To keep talking. To raise our voices. It cost him his life. And here I am, teetering on the brink of silence. Habibi doctor I don't want to let you down. I won't let your legacy be in vain. I vow to find my voice, for you.",2580
@JewishWonk,"When they show up to our synagogues with guns screaming ""free Palestine"" can we finally acknowledge that there's a problem this global movement needs to confront? Or do we wait for them to kill Jews?   It's not an academic question for Jews.",305
@norabf,Bring Israel to its fucking knees. break this terrorist state for once and for all,18939
@jackmabou,"I encourage all Zionist propagandists who run cover for mass murder and genocide by spreading heinous, racists lies about the Palestinians, to look at the example of Julius Streicher, think long and hard before you post your garbage again",0
@demmers15,"Well with that logic, since the Nakba was fine, Oct 7th is fine then because Palestine was paying back from that at the 75 years of oppression?",0
@Moqawamah_eng,"🔴🇮🇶 Al-Nujaba sends a direct warning to US President Joe Biden demanding that he withdraw his forces from Iraq, or else ""they will be returned in pieces.""",536
@_Pal4ever_,#Palestinians have the right to fight against oppression  #FreePalestine #SahabatPalestina_ID #ForeverPalestine 🇵🇸,58
@carstairsbur,"anyways congratulations to IronMouse, a diasbled puerto rican, who has also smashed records just this year. A month long subathon with proceeds going to the Immune Deficiency Foundation, surpassing her record of 171,818 subs, peaking at 205,488 subs, reaching # 1 current most",2461
@canarymission,"🔴  Nada Abuasi is a leading organizer with the Philly Palestine Coalition, the group behind the post-Oct. 7 protests taking over Philly. “The streets are ours and we can take it anytime we want. And we will…until liberation comes,” says Abuasi. https://canarymission.org/individual/Nada_Abuasi",685
@CRYPTIDW00RM,tried to make a new guy a few weeks ago,2264
@winterhartarts,COME ON BG3!!!!! HELL YES!!!!,0
@MarinaMedvin,"""Anybody who has a relationship with...or identifies themself as a Jewish person or as a Christian Zionist...they are enemy number one."" — representative of American Muslims for Palestine",1134
@HilzFuld,"""Kikar Palestine"" where Hamas paraded freed hostages around just a week ago, where they were jeered and humiliated by thousands of Gazan's, is now under full IDF control and is totally destroyed.",1001
@MattNoahSmith,"I need to be able to live with their anger because their losses are unbearable, just like ours. None of us know an easy route to peace in Israel and Palestine. It will be uncomfortable.  And  only those comfortable with being uncomfortable can help make that peace.",0
@jacksonhinklle,🚨🇵🇸 Palestine VS the WORLD,41670
@alicehenryli,we need a permanent ceasefire and the liberation of ALL of palestine. call for the end of the occupation FREE PALESTINE 🇵🇸,2981
@Malek93,I'm reading Refaat and my heart breaks and breaks and breaks to no end.,251
@GlobeEyeNews,"A British woman pleaded directly with King Charles, saying, ""Please call for a ceasefire! Free Palestine!""",19
@trtworld,"“We can’t go to lectures as normal, we can’t continue our life as normal.”  Thousands of school and university students across the UK have staged a nationwide school walkout for Palestine defying the government clampdown on strike action",356
@_Pal4ever_,One picture a thousand words !  #FreePalestine #SahabatPalestina_ID #ForeverPalestine  🇵🇸,80
@_MayhemReilly,Oh ffs,0
@IBJIYONGI,The Journal of Palestine Studies has put together a reading list that is open access: https://www.tandfonline.com/journals/rpal20/collections/GazaTwoDecades,2516
@vitalitysensor,HBO’s The Last of Us won Best Adaptation! Reminder that Neil Druckmann is a zionist and that TLOU2 is a bullshit centrist story based off of the Israel Palestine conflict #TheGameAwards,47
@AllahGreatQuran,"Ya Allah, please save Palestine.",10091
@Nadia_Shammas_,"Respectfully, it has been beyond confirmed that TGA does not care. Not about Palestine or layoffs or devs. The horse wont move, it’s long dead  Can we move on? Can we admit it’s time to collectively stop engaging, which is the only thing that keeps this alive and relevant anyway?",226
@DrLoupis,This is terrorism🇮🇱  Not only against Palestine but against the entire planet!   Did you suddenly stop caring about “climate change”? psychopath!,78655
@shimmeringolds,"FUCK ISRAELI SETTLERS, FUCK ALL OF YOU!!! YOU ARE ALL COMPLACENT IN THIS!!! YOU ALL ARE COLONIST SETTLERS WHO HAVE NO BUSINESS IN PALESTINE!!! JUST BECAUSE OF YOUR ZIONISM DOESNT MEAN JACK SHIT TO COMMIT CRIMES AGAINST HUMANITY!!! ALL OF YOU WILL GET PUNISHMENTS AND JUDGEMENTS.",38
@sitcomabed,Today I choose to honor the real people of the year: the Journalists in Palestine. Their constant strength and courage in the midst of a genocide is something so admirable. They lose family and friends but never stop showing us what’s actually happening in Gaza. #freepalestine,47335
@blu_kryptonian,"The Gospels are recorded oral teachings of certain disciples. Peter wasn't the one who first called Ben Miriam ""Messiah"".....it was Zacariah, Mary and the rest of the priesthood who confirmed and celebrated it. Palestine [Philistia] was there when the first tribes arrived.",0
@REVMAXXING,🇮🇶 Iraq 2003 vs 🇵🇸 Gaza 2023  HISTORY IS REPEATING ITSELF!,55
@m7mdkurd,Palestine lost an absolute giant,15745
@DavideMastracci,"If you’re looking for a truly independent Canadian media outlet that has been putting out critical reporting and analysis on Palestine for years, and will continue to do so without any hesitation or restrictions, you can support The Maple 🙏🏼  https://action.readthemaple.com/become-member-eoy-2023",125
@hausofriya,This loss is immeasurable.,11616
@sabahbanomalik,"I would hysterically comment under his posts hoping he was okay, a lion. How there was room for more pain and heartbreak is insane, but this evil entity managed to do it. Long live the legend of Refaat, and long live Palestine - and we will never forget the way the world turned",81
@suricidal,keep boycotting. they’re doing this bc the boycott is working and they’re losing money but let’s pray on their bankruptcy now 🙏🏽,4482
@Rrrrnessa,"My heart sank at these pictures. Israel’s Forces stripped Palestinian men, tortured them and claims are being made these men were all executed.   A systematic execution of Palestinian men.  This is the very same act of genocide that occurred in Srebrenica & throughout Bosnia.",5794
@ThiaBallerina,"This seems to make Zionists angry, so I’ll keep saying it.   Palestine has the right to defend itself.",882
@_Pal4ever_,They have Rockets 🚀 We have stones.  #FreePalestine #SahabatPalestina_ID #ForeverPalestine 🇵🇸,35
@Timesofgaza,Did you know?,2520
@JoanneHorniman,"How about the Australians distressed by seeing the ongoing murder of civilians in Palestine. What is happening is horrific beyond all measure.  Have you looked at what the UN is saying? Or special rapporteur Francesca Albanese? Give her a follow, you may learn something.",370
@jorymicah,Zionists: “please feel sorry for us while we slaughter thousands and thousands of children.”,1307
@ImactuallyBrad,We really need that Captain Eo in 4K immediately!!,44
@clarkes,Who/what are you?,0
@ahmed_shay80609,"give these civilians just one weapon. They will have an entire IDF fleet run for their life naked. Israelis are evil, of course not all of them but most of them.",0
@GlobalRabbi,"NBC News: The man who allegedly fired a round from his shotgun outside Temple Israel in Albany, NY earlier today has been arrested and identified as Mufid Al Khader, 28, according to two senior law enforcement officials.   Officials say he made statements saying ""free Palestine"" around the time of the shooting.  @chloe_aatkins @Tom_Winter @Penn @Harvard @MIT @EliseStefanik",183
@Naila_Ayad,Who stands with Palestine today?,42671
@jennineak,"don’t ever want to fucking hear from or about how some dipshit feels ‘unsafe’ on campus because their peers condemn genocide. you weaponise safety when palestinians are being slaughtered in palestine, targeted, censored, killed and attacked abroad",928
@S1R3NH3AD,be SO real with me rn,153
@Lowkey0nline,"""How many more children have to die?""   Israel lobby-funded leader of the Labour Party, Keir Starmer, is confronted over his position on Israel's genocidal war on Gaza.",39888
@Naila_Ayad,Like and retweet if you want to raise your voice for Palestine.,2188
@ME_Observer_,"⚡️Sirens sounded at the American embassy in the capital, Baghdad",72
@aaronjmate,I hate the Nazi Israeli regime with all my heart.,23930
@DarthBellic,That would've been a prime time to jump the stage for a free Palestine protest  Just upstage the industries biggest zionist,0
@Ruth_Mensch,"Just to be clear - stripping men naked and forcing them to walk through the streets, bound, is still a form of sexual violence",61896
@illythescottie,SO AM I OMGOMGOMG IM SO EXCITED IV BEEN SO ANTICIPATING YOUR NEXT TITLE!❤️❤️ NMS IS ONE OF MY FAVE GAMES OF ALL TIME WE LOVE YOU❤️❤️❤️❤️❤️❤️❤️,1
@canarymission,"🔴Jordan Vaughan, an organizer for Philly Palestine Coalition, led several rallies praising Hamas' war crimes. On Twitter, he posted a photo of Israeli Shani Louk, who was brutally killed by Hamas, & wrote, “Glad Hamas killed this b*tch cause what’s that?” https://canarymission.org/individual/Jordan_Vaughan",3065
@bingregory,"Ever since those three kids got shot in Burlington, Dad has been wearing a kaffiyeh whenever he goes out - a kaffiyeh he got 50 years ago in Palestine and kept in a drawer for 50 years!",799
@ANGELO7E,"Palestinian armys are dealing with too much we have to take initiative and start implementing plans of our own in support for Palestine and all oppressed! If you wish to help and support a call for action page, drop your @ or send me a dm for more info if interested",20
@KathrynJane805,Henry Ford was a Fascist and WW2 Nazi sympathizer like MOST of the power figures then.,0
@bees_are_cool,"I would assume it’s similar to people identifying more with specific labels. Sexuality and romantic attraction are fluid and can change, so I don’t see why people can’t play around with labels to find one that fits them best",0
@itranslate123,"George Floyd was all over the walls in occupied Palestine 🇵🇸, from Gaza to the West Bank.  Palestinians have supported Black Lives Matter and sent virtual tips for the Ferguson protesters to deal with tear gas.  Meanwhile, Israel trains American police to kill Black people. #blm",10997
@INDIEWASHERE,"Taylor swift being the most influential person on the planet currently and her not saying a word about Palestine and then gracing the cover of person of the year which should’ve been given to Journalists fighting their ppl/their own lives, is unholy levels of sinister",34352
@faesrun,I love when the Game awards bring in celebrities instead of actual game devs and people who work in the game industry and letting them share their stories and speeches  😀,2
@v_w_en,"hate false memory bcs i remember going to this rlly nice gift shop with my friend and i want to go there today but i fucking forgot which mall its from,,, my brain is telling me 4 different malls at the same time help",0
@joyajlouny,Sorry Richie I can trace my family roots as a Palestinian Christian back to Jerusalem 1000 years it was Palestine. You can say whatever you like the Jews took Palestine even golda Meir  said that she was Palestinian and held the Palestinian passport. Please look it up . You can’t lie your way out of the truth.,0
@MsKellyMHayes,"I’m overwhelmed by the horror of this moment. I will collect myself and translate my grief into action. But right now, I’m crying in my car, mourning murdered children, doctors who would not abandon their patients, a journalist who fed Gaza’s cats, and Palestine’s stolen poets.",2248
@_ColdHands_,"The Arab Palestinians never had sovereignty over 'Palestine', unlike the Jews who had established kingdoms there in the Second Millennium before Christ.  The Palestinians are the colonisers as is painfully obvious from archaeology.",55
@funnecfox,"i’m not done being mad at this. Palestinian women are being forced to give birth with no anesthesia during c-section and are being murdered with their fetuses and children, they are free bleeding with no pads/menstrual/sanitary items, they’re being raped by the IOF,",1754
@missfalsteenia,an image I’ll never forget. a birthday amongst the rubbles.  this was in 2021 before oct 7th.,60882
@QudsNen,"An Israeli journalist posts a picture of Palestinian civilian prisoners in Gaza, stripped naked in the street, and poses the question on his account, ""Why are there no women in the picture?""  It has been reported that the journalist participated in firing mortar shells at the homes of Palestinians in Gaza while accompanying the occupation forces.",5630
@ShaykhSulaiman,A DISABLED MAN COULD NOT EXPRESS THEY KILLED HIS MOTHER,7742
@YM_02_,Algeria women’s team repping Palestine today after qualifying for AFCON 🫶🏽,194
@imRavikantYadav,'Article 99 of UN Charter' :Details  #UnitedNations #UNcharter #Article99 #Guterres #IsraelPalestineWar #humanitariancrisis #International #Peace #Security #CeasefireNOW #UNSC #Israel #Palestine #Gaza #Hamas #UAE #UPSC   Source: IE,8
@pikachurch,TOTK BEST ACTION/ADVENTURE GAME LETS GOOOOOO im hoping it also gets goty 🫣,0
@Seamus_Malek,"Refaat Alareer, as a professor of English literature in Gaza, recorded many of his lectures and put them online. I would encourage all of you to watch them and see the love he had for poetry, for Shakespeare, and for Palestine.  https://invidious.no-logs.com/@refaatalareer9499/videos",8237
@salcarazzz,Israeli perverts are literally documenting their sexual fetishes of arab women while western outlets are reporting on alleged mass rape by hamas without even one first hand testimony and sources from people who are tied to the Israeli gov. there’s no way this is our reality,12657
@lexbyanyname,"once you understand the levels to 🇮🇱 surveillance- you will never again believe these are not deliberate, targeted attacks on 🇵🇸 civilians.   once you understand that 🇺🇸 is building, investing in and rolling out the same things...you'll never feel safe here again",5433
@jakeshieldsajj,A young girl taking care of her little brothers because their parents were killed in an Israel airstrike,63931
@ao3loser,And then they have the audacity to say Sophia didn’t do anything like okay babe,0
@TadhgHickey,"Defiant to the end. A beautiful irreverent soul & a keen mind. Extinguished. We must never let them get away with this. RIP, brother 💚🇵🇸",1683
@hussain786_fkh,We support humanity and peace and Palestine,1568
@chrisbratt,"Two years ago @tamoorh asked the video games industry to break its silence on Palestine.  Today, as Gaza is being reduced to dust and rubble, and as thousands of innocent Palestinians lay dead, he's making that plea once again.  https://invidious.no-logs.com/watch?v=pDB_wYdn5f4",6008
@trtworld,Spanish PM Pedro Sanchez stated that it was unacceptable for the international community to remain silent on Israel’s killing of civilians in Palestine’s Gaza while also criticising the position of other Spanish politicians,567
@richimedhurst,"Funny how ""Christian Zionism"" only exists in Western counties that want to control the Middle East.   Christians in Palestine, Syria, Lebanon, Iraq— the original Christians— have never heard of such garbage in their lives. Israel is an occupier and their enemy. It's that simple.",2413
@iyagovos,"Imagine giving a Games For Impact award and not letting folks talk about Palestine, unionisation or layoffs. What a farce.",356
@kunoichiBEY,"y'all can scramble and cry all you want, my support isn't beholden by celebrity's words on social media. it will always be:   Free Congo Free Tigray/Ethiopia  Free Sudan Free Palestine Free All of Africa Free EVERYBODY",21
@zei_squirrel,"Refaat Alareer, Palestinian writer and reporter from Gaza, before he was killed along with his family: ""If I get killed by Israeli bombs or my family is harmed, I blame Bari Weiss and her likes.""",3362
@sandygrains,List of sources providing ground reports from Palestine https://x.com/i/lists/1720777936343847219,37
@SaeedPa88978332,"This is a hate crime. At a time of great saddness within the community with events in the Palestine Occupied Territories, the Home Office, London Metropolitan Police and London Borough of Redbridge Council must intervene and place robust security measures at the school.",0
@DevitaASyam,"😒 This person doesn't know the term of ceasefire, his mother used to work with the UN to give an unfair decision to Palestine by making israeli illegal occupation appear to be owners of the land in Palestine.",0
@_nalg0tica_,stop saying “we have failed Palestine”! Palestinians have been fighting tirelessly for the right to live in the land they have lived in for generations for 75+ YEARS…it wasn’t until now that it got this much attention and this is the closest they’ve ever been to being free,19
@themarxistbarb,guts is still a smash hit album but spill!,0
@Megatron_ron,⚡️A picture of a Zionist soldier from the Givati ​​Brigade who suffered burns as a result of the battles taking place around Khan Yunis in the southern #Gaza Strip.,806
@AsifAliroxen,Thank you for supporting the holly land Palestine and peoples....,0
@DanMKervick,"For every Palestinian voice silenced, a thousand will step forward to speak in its place.  Gaza will be rebuilt. It will be beautiful, and the displaced will return to their homes.  Palestine will be free.",18
